,Average
1976-04-12,6.62289156626506
1976-04-19,6.62289156626506
1976-04-26,6.62289156626506
1976-05-03,6.5109756097561
1976-05-10,6.5109756097561
1976-05-17,6.5109756097561
1976-05-24,6.5109756097561
1976-05-31,6.5109756097561
1976-06-07,6.62848484848485
1976-06-14,6.62848484848485
1976-06-21,6.62848484848485
1976-06-28,6.62848484848485
1976-07-05,6.95348837209302
1976-07-12,6.95348837209302
1976-07-19,6.95348837209302
1976-07-26,6.95348837209302
1976-08-02,6.81952662721894
1976-08-09,6.81952662721894
1976-08-16,6.81952662721894
1976-08-23,6.81952662721894
1976-08-30,6.81952662721894
1976-09-06,6.6722891566265
1976-09-13,6.6722891566265
1976-09-20,6.6722891566265
1976-09-27,6.6722891566265
1976-10-04,6.90350877192982
1976-10-11,6.90350877192982
1976-10-18,6.90350877192982
1976-10-25,6.90350877192982
1976-11-01,6.95348837209302
1976-11-08,6.95348837209302
1976-11-15,6.95348837209302
1976-11-22,6.95348837209302
1976-11-29,6.95348837209302
1976-12-06,7.03684210526316
1976-12-13,7.03684210526316
1976-12-20,7.03684210526316
1976-12-27,7.03684210526316
1977-01-03,6.91882352941176
1977-01-10,6.91882352941176
1977-01-17,6.91882352941176
1977-01-24,6.91882352941176
1977-01-31,6.91882352941176
1977-02-07,7.09542857142857
1977-02-14,7.09542857142857
1977-02-21,7.09542857142857
1977-02-28,7.09542857142857
1977-03-07,6.95348837209302
1977-03-14,6.95348837209302
1977-03-21,6.95348837209302
1977-03-28,6.95348837209302
1977-04-04,6.93294117647059
1977-04-11,6.93294117647059
1977-04-18,6.93294117647059
1977-04-25,6.93294117647059
1977-05-02,6.7603550295858
1977-05-09,6.7603550295858
1977-05-16,6.7603550295858
1977-05-23,6.7603550295858
1977-05-30,6.7603550295858
1977-06-06,6.84736842105263
1977-06-13,6.84736842105263
1977-06-20,6.84736842105263
1977-06-27,6.84736842105263
1977-07-04,6.87894736842105
1977-07-11,6.87894736842105
1977-07-18,6.87894736842105
1977-07-25,6.87894736842105
1977-08-01,6.9906976744186
1977-08-08,6.9906976744186
1977-08-15,6.9906976744186
1977-08-22,6.9906976744186
1977-08-29,6.9906976744186
1977-09-05,6.96666666666667
1977-09-12,6.96666666666667
1977-09-19,6.96666666666667
1977-09-26,6.96666666666667
1977-10-03,7.04152046783626
1977-10-10,7.04152046783626
1977-10-17,7.04152046783626
1977-10-24,7.04152046783626
1977-10-31,7.04152046783626
1977-11-07,7.08034682080925
1977-11-14,7.08034682080925
1977-11-21,7.08034682080925
1977-11-28,7.08034682080925
1977-12-05,6.91882352941176
1977-12-12,6.91882352941176
1977-12-19,6.91882352941176
1977-12-26,6.91882352941176
1978-01-02,6.80119047619048
1978-01-09,6.80119047619048
1978-01-16,6.80119047619048
1978-01-23,6.80119047619048
1978-01-30,6.80119047619048
1978-02-06,6.75119047619048
1978-02-13,6.75119047619048
1978-02-20,6.75119047619048
1978-02-27,6.75119047619048
1978-03-06,6.86941176470588
1978-03-13,6.86941176470588
1978-03-20,6.86941176470588
1978-03-27,6.86941176470588
1978-04-03,6.74311377245509
1978-04-10,6.74311377245509
1978-04-17,6.74311377245509
1978-04-24,6.74311377245509
1978-05-01,6.81952662721894
1978-05-08,6.81952662721894
1978-05-15,6.81952662721894
1978-05-22,6.81952662721894
1978-05-29,6.81952662721894
1978-06-05,6.66626506024096
1978-06-12,6.66626506024096
1978-06-19,6.66626506024096
1978-06-26,6.66626506024096
1978-07-03,6.71676646706587
1978-07-10,6.71676646706587
1978-07-17,6.71676646706587
1978-07-24,6.71676646706587
1978-07-31,6.71676646706587
1978-08-07,6.66626506024096
1978-08-14,6.66626506024096
1978-08-21,6.66626506024096
1978-08-28,6.66626506024096
1978-09-04,6.68571428571429
1978-09-11,6.68571428571429
1978-09-18,6.68571428571429
1978-09-25,6.68571428571429
1978-10-02,6.52592592592593
1978-10-09,6.52592592592593
1978-10-16,6.52592592592593
1978-10-23,6.52592592592593
1978-10-30,6.52592592592593
1978-11-06,6.61829268292683
1978-11-13,6.61829268292683
1978-11-20,6.61829268292683
1978-11-27,6.61829268292683
1978-12-04,6.65030303030303
1978-12-11,6.65030303030303
1978-12-18,6.65030303030303
1978-12-25,6.65030303030303
1979-01-01,6.55766871165644
1979-01-08,6.55766871165644
1979-01-15,6.55766871165644
1979-01-22,6.55766871165644
1979-01-29,6.55766871165644
1979-02-05,6.46603773584906
1979-02-12,6.46603773584906
1979-02-19,6.46603773584906
1979-02-26,6.46603773584906
1979-03-05,6.35822784810127
1979-03-12,6.35822784810127
1979-03-19,6.35822784810127
1979-03-26,6.35822784810127
1979-04-02,6.41823899371069
1979-04-09,6.41823899371069
1979-04-16,6.41823899371069
1979-04-23,6.41823899371069
1979-04-30,6.41823899371069
1979-05-07,6.12631578947368
1979-05-14,6.12631578947368
1979-05-21,6.12631578947368
1979-05-28,6.12631578947368
1979-06-04,6.04304635761589
1979-06-11,6.04304635761589
1979-06-18,6.04304635761589
1979-06-25,6.04304635761589
1979-07-02,5.90529801324503
1979-07-09,5.90529801324503
1979-07-16,5.90529801324503
1979-07-23,5.90529801324503
1979-07-30,5.90529801324503
1979-08-06,5.9640522875817
1979-08-13,5.9640522875817
1979-08-20,5.9640522875817
1979-08-27,5.9640522875817
1979-09-03,5.89328859060403
1979-09-10,5.89328859060403
1979-09-17,5.89328859060403
1979-09-24,5.89328859060403
1979-10-01,6.02941176470588
1979-10-08,6.02941176470588
1979-10-15,6.02941176470588
1979-10-22,6.02941176470588
1979-10-29,6.02941176470588
1979-11-05,5.99078947368421
1979-11-12,5.99078947368421
1979-11-19,5.99078947368421
1979-11-26,5.99078947368421
1979-12-03,6.04210526315789
1979-12-10,6.04210526315789
1979-12-17,6.04210526315789
1979-12-24,6.04210526315789
1979-12-31,6.04210526315789
1980-01-07,6.34076433121019
1980-01-14,6.34076433121019
1980-01-21,6.34076433121019
1980-01-28,6.34076433121019
1980-02-04,6.39620253164557
1980-02-11,6.39620253164557
1980-02-18,6.39620253164557
1980-02-25,6.39620253164557
1980-03-03,6.39620253164557
1980-03-10,6.39620253164557
1980-03-17,6.39620253164557
1980-03-24,6.39620253164557
1980-03-31,6.39620253164557
1980-04-07,6.68072289156626
1980-04-14,6.68072289156626
1980-04-21,6.68072289156626
1980-04-28,6.68072289156626
1980-05-05,6.99942196531792
1980-05-12,6.99942196531792
1980-05-19,6.99942196531792
1980-05-26,6.99942196531792
1980-06-02,7.01511627906977
1980-06-09,7.01511627906977
1980-06-16,7.01511627906977
1980-06-23,7.01511627906977
1980-06-30,7.01511627906977
1980-07-07,7.04597701149425
1980-07-14,7.04597701149425
1980-07-21,7.04597701149425
1980-07-28,7.04597701149425
1980-08-04,6.98045977011494
1980-08-11,6.98045977011494
1980-08-18,6.98045977011494
1980-08-25,6.98045977011494
1980-09-01,6.75833333333333
1980-09-08,6.75833333333333
1980-09-15,6.75833333333333
1980-09-22,6.75833333333333
1980-09-29,6.75833333333333
1980-10-06,6.74260355029586
1980-10-13,6.74260355029586
1980-10-20,6.74260355029586
1980-10-27,6.74260355029586
1980-11-03,6.68224852071006
1980-11-10,6.68224852071006
1980-11-17,6.68224852071006
1980-11-24,6.68224852071006
1980-12-01,6.58502994011976
1980-12-08,6.58502994011976
1980-12-15,6.58502994011976
1980-12-22,6.58502994011976
1980-12-29,6.58502994011976
1981-01-05,6.78941176470588
1981-01-12,6.78941176470588
1981-01-19,6.78941176470588
1981-01-26,6.78941176470588
1981-02-02,6.7140350877193
1981-02-09,6.7140350877193
1981-02-16,6.7140350877193
1981-02-23,6.7140350877193
1981-03-02,6.72705882352941
1981-03-09,6.72705882352941
1981-03-16,6.72705882352941
1981-03-23,6.72705882352941
1981-03-30,6.72705882352941
1981-04-06,6.49030303030303
1981-04-13,6.49030303030303
1981-04-20,6.49030303030303
1981-04-27,6.49030303030303
1981-05-04,6.66941176470588
1981-05-11,6.66941176470588
1981-05-18,6.66941176470588
1981-05-25,6.66941176470588
1981-06-01,6.66941176470588
1981-06-08,6.66941176470588
1981-06-15,6.66941176470588
1981-06-22,6.66941176470588
1981-06-29,6.66941176470588
1981-07-06,6.53734939759036
1981-07-13,6.53734939759036
1981-07-20,6.53734939759036
1981-07-27,6.53734939759036
1981-08-03,6.60120481927711
1981-08-10,6.60120481927711
1981-08-17,6.60120481927711
1981-08-24,6.60120481927711
1981-08-31,6.60120481927711
1981-09-07,7.16256983240224
1981-09-14,7.16256983240224
1981-09-21,7.16256983240224
1981-09-28,7.16256983240224
1981-10-05,7.39891304347826
1981-10-12,7.39891304347826
1981-10-19,7.39891304347826
1981-10-26,7.39891304347826
1981-11-02,7.58617021276596
1981-11-09,7.58617021276596
1981-11-16,7.58617021276596
1981-11-23,7.58617021276596
1981-11-30,7.58617021276596
1981-12-07,7.87525773195876
1981-12-14,7.87525773195876
1981-12-21,7.87525773195876
1981-12-28,7.87525773195876
1982-01-04,7.87422680412371
1982-01-11,7.87422680412371
1982-01-18,7.87422680412371
1982-01-25,7.87422680412371
1982-02-01,8.163
1982-02-08,8.163
1982-02-15,8.163
1982-02-22,8.163
1982-03-01,8.3873786407767
1982-03-08,8.3873786407767
1982-03-15,8.3873786407767
1982-03-22,8.3873786407767
1982-03-29,8.3873786407767
1982-04-05,8.77663551401869
1982-04-12,8.77663551401869
1982-04-19,8.77663551401869
1982-04-26,8.77663551401869
1982-05-03,9.07909090909091
1982-05-10,9.07909090909091
1982-05-17,9.07909090909091
1982-05-24,9.07909090909091
1982-05-31,9.07909090909091
1982-06-07,9.57272727272727
1982-06-14,9.57272727272727
1982-06-21,9.57272727272727
1982-06-28,9.57272727272727
1982-07-05,10.1
1982-07-12,10.1
1982-07-19,10.1
1982-07-26,10.1
1982-08-02,10.1796680497925
1982-08-09,10.1796680497925
1982-08-16,10.1796680497925
1982-08-23,10.1796680497925
1982-08-30,10.1796680497925
1982-09-06,10.5032128514056
1982-09-13,10.5032128514056
1982-09-20,10.5032128514056
1982-09-27,10.5032128514056
1982-10-04,10.884496124031
1982-10-11,10.884496124031
1982-10-18,10.884496124031
1982-10-25,10.884496124031
1982-11-01,11.0655172413793
1982-11-08,11.0655172413793
1982-11-15,11.0655172413793
1982-11-22,11.0655172413793
1982-11-29,11.0655172413793
1982-12-06,11.155303030303
1982-12-13,11.155303030303
1982-12-20,11.155303030303
1982-12-27,11.155303030303
1983-01-03,9.82069632495165
1983-01-10,9.82069632495165
1983-01-17,9.82069632495165
1983-01-24,9.82069632495165
1983-01-31,9.82069632495165
1983-02-07,9.82185686653772
1983-02-14,9.82185686653772
1983-02-21,9.82185686653772
1983-02-28,9.82185686653772
1983-03-07,9.75836575875486
1983-03-14,9.75836575875486
1983-03-21,9.75836575875486
1983-03-28,9.75836575875486
1983-04-04,9.78416988416989
1983-04-11,9.78416988416989
1983-04-18,9.78416988416989
1983-04-25,9.78416988416989
1983-05-02,9.7766859344894
1983-05-09,9.7766859344894
1983-05-16,9.7766859344894
1983-05-23,9.7766859344894
1983-05-30,9.7766859344894
1983-06-06,9.85172413793103
1983-06-13,9.85172413793103
1983-06-20,9.85172413793103
1983-06-27,9.85172413793103
1983-07-04,9.57945205479452
1983-07-11,9.57945205479452
1983-07-18,9.57945205479452
1983-07-25,9.57945205479452
1983-08-01,9.54288499025341
1983-08-08,9.54288499025341
1983-08-15,9.54288499025341
1983-08-22,9.54288499025341
1983-08-29,9.54288499025341
1983-09-05,9.44409448818898
1983-09-12,9.44409448818898
1983-09-19,9.44409448818898
1983-09-26,9.44409448818898
1983-10-03,9.3624254473161
1983-10-10,9.3624254473161
1983-10-17,9.3624254473161
1983-10-24,9.3624254473161
1983-10-31,9.3624254473161
1983-11-07,9.36361829025845
1983-11-14,9.36361829025845
1983-11-21,9.36361829025845
1983-11-28,9.36361829025845
1983-12-05,9.38452380952381
1983-12-12,9.38452380952381
1983-12-19,9.38452380952381
1983-12-26,9.38452380952381
1984-01-02,9.32350597609562
1984-01-09,9.32350597609562
1984-01-16,9.32350597609562
1984-01-23,9.32350597609562
1984-01-30,9.32350597609562
1984-02-06,9.34183266932271
1984-02-13,9.34183266932271
1984-02-20,9.34183266932271
1984-02-27,9.34183266932271
1984-03-05,9.3251497005988
1984-03-12,9.3251497005988
1984-03-19,9.3251497005988
1984-03-26,9.3251497005988
1984-04-02,9.39960317460318
1984-04-09,9.39960317460318
1984-04-16,9.39960317460318
1984-04-23,9.39960317460318
1984-04-30,9.39960317460318
1984-05-07,9.40796812749004
1984-05-14,9.40796812749004
1984-05-21,9.40796812749004
1984-05-28,9.40796812749004
1984-06-04,9.31563126252505
1984-06-11,9.31563126252505
1984-06-18,9.31563126252505
1984-06-25,9.31563126252505
1984-07-02,9.3675944333996
1984-07-09,9.3675944333996
1984-07-16,9.3675944333996
1984-07-23,9.3675944333996
1984-07-30,9.3675944333996
1984-08-06,9.42301587301587
1984-08-13,9.42301587301587
1984-08-20,9.42301587301587
1984-08-27,9.42301587301587
1984-09-03,9.58251473477407
1984-09-10,9.58251473477407
1984-09-17,9.58251473477407
1984-09-24,9.58251473477407
1984-10-01,9.48102766798419
1984-10-08,9.48102766798419
1984-10-15,9.48102766798419
1984-10-22,9.48102766798419
1984-10-29,9.48102766798419
1984-11-05,9.51185770750988
1984-11-12,9.51185770750988
1984-11-19,9.51185770750988
1984-11-26,9.51185770750988
1984-12-03,9.48772277227723
1984-12-10,9.48772277227723
1984-12-17,9.48772277227723
1984-12-24,9.48772277227723
1984-12-31,9.48772277227723
1985-01-07,9.39
1985-01-14,9.39
1985-01-21,9.39
1985-01-28,9.39
1985-02-04,9.4191235059761
1985-02-11,9.4191235059761
1985-02-18,9.4191235059761
1985-02-25,9.4191235059761
1985-03-04,9.46825396825397
1985-03-11,9.46825396825397
1985-03-18,9.46825396825397
1985-03-25,9.46825396825397
1985-04-01,9.46381709741551
1985-04-08,9.46381709741551
1985-04-15,9.46381709741551
1985-04-22,9.46381709741551
1985-04-29,9.46381709741551
1985-05-06,9.39740518962076
1985-05-13,9.39740518962076
1985-05-20,9.39740518962076
1985-05-27,9.39740518962076
1985-06-03,9.42896825396825
1985-06-10,9.42896825396825
1985-06-17,9.42896825396825
1985-06-24,9.42896825396825
1985-07-01,9.37290836653387
1985-07-08,9.37290836653387
1985-07-15,9.37290836653387
1985-07-22,9.37290836653387
1985-07-29,9.37290836653387
1985-08-05,9.32776659959759
1985-08-12,9.32776659959759
1985-08-19,9.32776659959759
1985-08-26,9.32776659959759
1985-09-02,9.30320641282565
1985-09-09,9.30320641282565
1985-09-16,9.30320641282565
1985-09-23,9.30320641282565
1985-09-30,9.30320641282565
1985-10-07,9.3256
1985-10-14,9.3256
1985-10-21,9.3256
1985-10-28,9.3256
1985-11-04,9.32035928143713
1985-11-11,9.32035928143713
1985-11-18,9.32035928143713
1985-11-25,9.32035928143713
1985-12-02,9.31716566866267
1985-12-09,9.31716566866267
1985-12-16,9.31716566866267
1985-12-23,9.31716566866267
1985-12-30,9.31716566866267
1986-01-06,9.21034482758621
1986-01-13,9.21034482758621
1986-01-20,9.21034482758621
1986-01-27,9.21034482758621
1986-02-03,9.25291750503018
1986-02-10,9.25291750503018
1986-02-17,9.25291750503018
1986-02-24,9.25291750503018
1986-03-03,9.27314629258517
1986-03-10,9.27314629258517
1986-03-17,9.27314629258517
1986-03-24,9.27314629258517
1986-03-31,9.27314629258517
1986-04-07,9.2776
1986-04-14,9.2776
1986-04-21,9.2776
1986-04-28,9.2776
1986-05-05,9.2952
1986-05-12,9.2952
1986-05-19,9.2952
1986-05-26,9.2952
1986-06-02,9.30717131474104
1986-06-09,9.30717131474104
1986-06-16,9.30717131474104
1986-06-23,9.30717131474104
1986-06-30,9.30717131474104
1986-07-07,9.320675944334
1986-07-14,9.320675944334
1986-07-21,9.320675944334
1986-07-28,9.320675944334
1986-08-04,9.33585657370518
1986-08-11,9.33585657370518
1986-08-18,9.33585657370518
1986-08-25,9.33585657370518
1986-09-01,9.36666666666667
1986-09-08,9.36666666666667
1986-09-15,9.36666666666667
1986-09-22,9.36666666666667
1986-09-29,9.36666666666667
1986-10-06,9.35338645418327
1986-10-13,9.35338645418327
1986-10-20,9.35338645418327
1986-10-27,9.35338645418327
1986-11-03,9.33665338645418
1986-11-10,9.33665338645418
1986-11-17,9.33665338645418
1986-11-24,9.33665338645418
1986-12-01,9.36600397614314
1986-12-08,9.36600397614314
1986-12-15,9.36600397614314
1986-12-22,9.36600397614314
1986-12-29,9.36600397614314
1987-01-05,9.30876494023904
1987-01-12,9.30876494023904
1987-01-19,9.30876494023904
1987-01-26,9.30876494023904
1987-02-02,9.30838323353293
1987-02-09,9.30838323353293
1987-02-16,9.30838323353293
1987-02-23,9.30838323353293
1987-03-02,9.26392785571142
1987-03-09,9.26392785571142
1987-03-16,9.26392785571142
1987-03-23,9.26392785571142
1987-03-30,9.26392785571142
1987-04-06,9.17302231237323
1987-04-13,9.17302231237323
1987-04-20,9.17302231237323
1987-04-27,9.17302231237323
1987-05-04,9.11663286004057
1987-05-11,9.11663286004057
1987-05-18,9.11663286004057
1987-05-25,9.11663286004057
1987-06-01,9.10936863543788
1987-06-08,9.10936863543788
1987-06-15,9.10936863543788
1987-06-22,9.10936863543788
1987-06-29,9.10936863543788
1987-07-06,9.01097308488613
1987-07-13,9.01097308488613
1987-07-20,9.01097308488613
1987-07-27,9.01097308488613
1987-08-03,8.93966597077244
1987-08-10,8.93966597077244
1987-08-17,8.93966597077244
1987-08-24,8.93966597077244
1987-08-31,8.93966597077244
1987-09-07,8.85729386892178
1987-09-14,8.85729386892178
1987-09-21,8.85729386892178
1987-09-28,8.85729386892178
1987-10-05,8.80063694267516
1987-10-12,8.80063694267516
1987-10-19,8.80063694267516
1987-10-26,8.80063694267516
1987-11-02,8.70258064516129
1987-11-09,8.70258064516129
1987-11-16,8.70258064516129
1987-11-23,8.70258064516129
1987-11-30,8.70258064516129
1987-12-07,8.61913043478261
1987-12-14,8.61913043478261
1987-12-21,8.61913043478261
1987-12-28,8.61913043478261
1988-01-04,8.53851203501094
1988-01-11,8.53851203501094
1988-01-18,8.53851203501094
1988-01-25,8.53851203501094
1988-02-01,8.4682119205298
1988-02-08,8.4682119205298
1988-02-15,8.4682119205298
1988-02-22,8.4682119205298
1988-02-29,8.4682119205298
1988-03-07,8.40601336302895
1988-03-14,8.40601336302895
1988-03-21,8.40601336302895
1988-03-28,8.40601336302895
1988-04-04,8.35823927765237
1988-04-11,8.35823927765237
1988-04-18,8.35823927765237
1988-04-25,8.35823927765237
1988-05-02,8.31399548532731
1988-05-09,8.31399548532731
1988-05-16,8.31399548532731
1988-05-23,8.31399548532731
1988-05-30,8.31399548532731
1988-06-06,8.23623853211009
1988-06-13,8.23623853211009
1988-06-20,8.23623853211009
1988-06-27,8.23623853211009
1988-07-04,8.21441647597254
1988-07-11,8.21441647597254
1988-07-18,8.21441647597254
1988-07-25,8.21441647597254
1988-08-01,8.20068337129841
1988-08-08,8.20068337129841
1988-08-15,8.20068337129841
1988-08-22,8.20068337129841
1988-08-29,8.20068337129841
1988-09-05,8.21441647597254
1988-09-12,8.21441647597254
1988-09-19,8.21441647597254
1988-09-26,8.21441647597254
1988-10-03,8.17113163972287
1988-10-10,8.17113163972287
1988-10-17,8.17113163972287
1988-10-24,8.17113163972287
1988-10-31,8.17113163972287
1988-11-07,8.14733178654292
1988-11-14,8.14733178654292
1988-11-21,8.14733178654292
1988-11-28,8.14733178654292
1988-12-05,8.06197183098592
1988-12-12,8.06197183098592
1988-12-19,8.06197183098592
1988-12-26,8.06197183098592
1989-01-02,8.03160377358491
1989-01-09,8.03160377358491
1989-01-16,8.03160377358491
1989-01-23,8.03160377358491
1989-01-30,8.03160377358491
1989-02-06,7.99216152019002
1989-02-13,7.99216152019002
1989-02-20,7.99216152019002
1989-02-27,7.99216152019002
1989-03-06,7.94019138755981
1989-03-13,7.94019138755981
1989-03-20,7.94019138755981
1989-03-27,7.94019138755981
1989-04-03,7.97173396674584
1989-04-10,7.97173396674584
1989-04-17,7.97173396674584
1989-04-24,7.97173396674584
1989-05-01,7.94641148325359
1989-05-08,7.94641148325359
1989-05-15,7.94641148325359
1989-05-22,7.94641148325359
1989-05-29,7.94641148325359
1989-06-05,7.88357487922705
1989-06-12,7.88357487922705
1989-06-19,7.88357487922705
1989-06-26,7.88357487922705
1989-07-03,7.8772397094431
1989-07-10,7.8772397094431
1989-07-17,7.8772397094431
1989-07-24,7.8772397094431
1989-07-31,7.8772397094431
1989-08-07,7.81512195121951
1989-08-14,7.81512195121951
1989-08-21,7.81512195121951
1989-08-28,7.81512195121951
1989-09-04,7.77872860635697
1989-09-11,7.77872860635697
1989-09-18,7.77872860635697
1989-09-25,7.77872860635697
1989-10-02,7.6920987654321
1989-10-09,7.6920987654321
1989-10-16,7.6920987654321
1989-10-23,7.6920987654321
1989-10-30,7.6920987654321
1989-11-06,7.75085574572127
1989-11-13,7.75085574572127
1989-11-20,7.75085574572127
1989-11-27,7.75085574572127
1989-12-04,7.76894865525672
1989-12-11,7.76894865525672
1989-12-18,7.76894865525672
1989-12-25,7.76894865525672
1990-01-01,7.71907090464548
1990-01-08,7.71907090464548
1990-01-15,7.71907090464548
1990-01-22,7.71907090464548
1990-01-29,7.71907090464548
1990-02-05,7.64716049382716
1990-02-12,7.64716049382716
1990-02-19,7.64716049382716
1990-02-26,7.64716049382716
1990-03-05,7.54242424242424
1990-03-12,7.54242424242424
1990-03-19,7.54242424242424
1990-03-26,7.54242424242424
1990-04-02,7.59054726368159
1990-04-09,7.59054726368159
1990-04-16,7.59054726368159
1990-04-23,7.59054726368159
1990-04-30,7.59054726368159
1990-05-07,7.61464019851117
1990-05-14,7.61464019851117
1990-05-21,7.61464019851117
1990-05-28,7.61464019851117
1990-06-04,7.5525
1990-06-11,7.5525
1990-06-18,7.5525
1990-06-25,7.5525
1990-07-02,7.6049504950495
1990-07-09,7.6049504950495
1990-07-16,7.6049504950495
1990-07-23,7.6049504950495
1990-07-30,7.6049504950495
1990-08-06,7.67248157248157
1990-08-13,7.67248157248157
1990-08-20,7.67248157248157
1990-08-27,7.67248157248157
1990-09-03,7.7833734939759
1990-09-10,7.7833734939759
1990-09-17,7.7833734939759
1990-09-24,7.7833734939759
1990-10-01,7.85761904761905
1990-10-08,7.85761904761905
1990-10-15,7.85761904761905
1990-10-22,7.85761904761905
1990-10-29,7.85761904761905
1990-11-05,7.96792452830189
1990-11-12,7.96792452830189
1990-11-19,7.96792452830189
1990-11-26,7.96792452830189
1990-12-03,8.12222222222222
1990-12-10,8.12222222222222
1990-12-17,8.12222222222222
1990-12-24,8.12222222222222
1990-12-31,8.12222222222222
1991-01-07,7.67514597549457
1991-01-14,7.67514597549457
1991-01-21,7.67514597549457
1991-01-28,7.67514597549457
1991-02-04,7.81433393966428
1991-02-11,7.81433393966428
1991-02-18,7.81433393966428
1991-02-25,7.81433393966428
1991-03-04,7.97044043116467
1991-03-11,7.97044043116467
1991-03-18,7.97044043116467
1991-03-25,7.97044043116467
1991-04-01,7.95098728010358
1991-04-08,7.95098728010358
1991-04-15,7.95098728010358
1991-04-22,7.95098728010358
1991-04-29,7.95098728010358
1991-05-06,7.98738702685261
1991-05-13,7.98738702685261
1991-05-20,7.98738702685261
1991-05-27,7.98738702685261
1991-06-03,8.07956780486868
1991-06-10,8.07956780486868
1991-06-17,8.07956780486868
1991-06-24,8.07956780486868
1991-07-01,8.12713201430164
1991-07-08,8.12713201430164
1991-07-15,8.12713201430164
1991-07-22,8.12713201430164
1991-07-29,8.12713201430164
1991-08-05,8.19815096870069
1991-08-12,8.19815096870069
1991-08-19,8.19815096870069
1991-08-26,8.19815096870069
1991-09-02,8.19640004073536
1991-09-09,8.19640004073536
1991-09-16,8.19640004073536
1991-09-23,8.19640004073536
1991-09-30,8.19640004073536
1991-10-07,8.24138698668195
1991-10-14,8.24138698668195
1991-10-21,8.24138698668195
1991-10-28,8.24138698668195
1991-11-04,8.33343593074139
1991-11-11,8.33343593074139
1991-11-18,8.33343593074139
1991-11-25,8.33343593074139
1991-12-02,8.37805635549211
1991-12-09,8.37805635549211
1991-12-16,8.37805635549211
1991-12-23,8.37805635549211
1991-12-30,8.37805635549211
1992-01-06,8.43832652086979
1992-01-13,8.43832652086979
1992-01-20,8.43832652086979
