,Inflation Rate (%),Annual Change
1976-05-17,9.1431,-1.91
1976-05-24,9.1431,-1.91
1976-05-31,9.1431,-1.91
1976-06-07,9.1431,-1.91
1976-06-14,9.1431,-1.91
1976-06-21,9.1431,-1.91
1976-06-28,9.1431,-1.91
1976-07-05,9.1431,-1.91
1976-07-12,9.1431,-1.91
1976-07-19,9.1431,-1.91
1976-07-26,9.1431,-1.91
1976-08-02,9.1431,-1.91
1976-08-09,9.1431,-1.91
1976-08-16,9.1431,-1.91
1976-08-23,9.1431,-1.91
1976-08-30,9.1431,-1.91
1976-09-06,9.1431,-1.91
1976-09-13,9.1431,-1.91
1976-09-20,9.1431,-1.91
1976-09-27,9.1431,-1.91
1976-10-04,9.1431,-1.91
1976-10-11,9.1431,-1.91
1976-10-18,9.1431,-1.91
1976-10-25,9.1431,-1.91
1976-11-01,9.1431,-1.91
1976-11-08,9.1431,-1.91
1976-11-15,9.1431,-1.91
1976-11-22,9.1431,-1.91
1976-11-29,9.1431,-1.91
1976-12-06,9.1431,-1.91
1976-12-13,9.1431,-1.91
1976-12-20,9.1431,-1.91
1976-12-27,9.1431,-1.91
1977-01-03,5.7448,-3.4
1977-01-10,5.7448,-3.4
1977-01-17,5.7448,-3.4
1977-01-24,5.7448,-3.4
1977-01-31,5.7448,-3.4
1977-02-07,5.7448,-3.4
1977-02-14,5.7448,-3.4
1977-02-21,5.7448,-3.4
1977-02-28,5.7448,-3.4
1977-03-07,5.7448,-3.4
1977-03-14,5.7448,-3.4
1977-03-21,5.7448,-3.4
1977-03-28,5.7448,-3.4
1977-04-04,5.7448,-3.4
1977-04-11,5.7448,-3.4
1977-04-18,5.7448,-3.4
1977-04-25,5.7448,-3.4
1977-05-02,5.7448,-3.4
1977-05-09,5.7448,-3.4
1977-05-16,5.7448,-3.4
1977-05-23,5.7448,-3.4
1977-05-30,5.7448,-3.4
1977-06-06,5.7448,-3.4
1977-06-13,5.7448,-3.4
1977-06-20,5.7448,-3.4
1977-06-27,5.7448,-3.4
1977-07-04,5.7448,-3.4
1977-07-11,5.7448,-3.4
1977-07-18,5.7448,-3.4
1977-07-25,5.7448,-3.4
1977-08-01,5.7448,-3.4
1977-08-08,5.7448,-3.4
1977-08-15,5.7448,-3.4
1977-08-22,5.7448,-3.4
1977-08-29,5.7448,-3.4
1977-09-05,5.7448,-3.4
1977-09-12,5.7448,-3.4
1977-09-19,5.7448,-3.4
1977-09-26,5.7448,-3.4
1977-10-03,5.7448,-3.4
1977-10-10,5.7448,-3.4
1977-10-17,5.7448,-3.4
1977-10-24,5.7448,-3.4
1977-10-31,5.7448,-3.4
1977-11-07,5.7448,-3.4
1977-11-14,5.7448,-3.4
1977-11-21,5.7448,-3.4
1977-11-28,5.7448,-3.4
1977-12-05,5.7448,-3.4
1977-12-12,5.7448,-3.4
1977-12-19,5.7448,-3.4
1977-12-26,5.7448,-3.4
1978-01-02,6.5017,0.76
1978-01-09,6.5017,0.76
1978-01-16,6.5017,0.76
1978-01-23,6.5017,0.76
1978-01-30,6.5017,0.76
1978-02-06,6.5017,0.76
1978-02-13,6.5017,0.76
1978-02-20,6.5017,0.76
1978-02-27,6.5017,0.76
1978-03-06,6.5017,0.76
1978-03-13,6.5017,0.76
1978-03-20,6.5017,0.76
1978-03-27,6.5017,0.76
1978-04-03,6.5017,0.76
1978-04-10,6.5017,0.76
1978-04-17,6.5017,0.76
1978-04-24,6.5017,0.76
1978-05-01,6.5017,0.76
1978-05-08,6.5017,0.76
1978-05-15,6.5017,0.76
1978-05-22,6.5017,0.76
1978-05-29,6.5017,0.76
1978-06-05,6.5017,0.76
1978-06-12,6.5017,0.76
1978-06-19,6.5017,0.76
1978-06-26,6.5017,0.76
1978-07-03,6.5017,0.76
1978-07-10,6.5017,0.76
1978-07-17,6.5017,0.76
1978-07-24,6.5017,0.76
1978-07-31,6.5017,0.76
1978-08-07,6.5017,0.76
1978-08-14,6.5017,0.76
1978-08-21,6.5017,0.76
1978-08-28,6.5017,0.76
1978-09-04,6.5017,0.76
1978-09-11,6.5017,0.76
1978-09-18,6.5017,0.76
1978-09-25,6.5017,0.76
1978-10-02,6.5017,0.76
1978-10-09,6.5017,0.76
1978-10-16,6.5017,0.76
1978-10-23,6.5017,0.76
1978-10-30,6.5017,0.76
1978-11-06,6.5017,0.76
1978-11-13,6.5017,0.76
1978-11-20,6.5017,0.76
1978-11-27,6.5017,0.76
1978-12-04,6.5017,0.76
1978-12-11,6.5017,0.76
1978-12-18,6.5017,0.76
1978-12-25,6.5017,0.76
1979-01-01,7.631,1.13
1979-01-08,7.631,1.13
1979-01-15,7.631,1.13
1979-01-22,7.631,1.13
1979-01-29,7.631,1.13
1979-02-05,7.631,1.13
1979-02-12,7.631,1.13
1979-02-19,7.631,1.13
1979-02-26,7.631,1.13
1979-03-05,7.631,1.13
1979-03-12,7.631,1.13
1979-03-19,7.631,1.13
1979-03-26,7.631,1.13
1979-04-02,7.631,1.13
1979-04-09,7.631,1.13
1979-04-16,7.631,1.13
1979-04-23,7.631,1.13
1979-04-30,7.631,1.13
1979-05-07,7.631,1.13
1979-05-14,7.631,1.13
1979-05-21,7.631,1.13
1979-05-28,7.631,1.13
1979-06-04,7.631,1.13
1979-06-11,7.631,1.13
1979-06-18,7.631,1.13
1979-06-25,7.631,1.13
1979-07-02,7.631,1.13
1979-07-09,7.631,1.13
1979-07-16,7.631,1.13
1979-07-23,7.631,1.13
1979-07-30,7.631,1.13
1979-08-06,7.631,1.13
1979-08-13,7.631,1.13
1979-08-20,7.631,1.13
1979-08-27,7.631,1.13
1979-09-03,7.631,1.13
1979-09-10,7.631,1.13
1979-09-17,7.631,1.13
1979-09-24,7.631,1.13
1979-10-01,7.631,1.13
1979-10-08,7.631,1.13
1979-10-15,7.631,1.13
1979-10-22,7.631,1.13
1979-10-29,7.631,1.13
1979-11-05,7.631,1.13
1979-11-12,7.631,1.13
1979-11-19,7.631,1.13
1979-11-26,7.631,1.13
1979-12-03,7.631,1.13
1979-12-10,7.631,1.13
1979-12-17,7.631,1.13
1979-12-24,7.631,1.13
1979-12-31,11.2545,3.62
1980-01-07,11.2545,3.62
1980-01-14,11.2545,3.62
1980-01-21,11.2545,3.62
1980-01-28,11.2545,3.62
1980-02-04,11.2545,3.62
1980-02-11,11.2545,3.62
1980-02-18,11.2545,3.62
1980-02-25,11.2545,3.62
1980-03-03,11.2545,3.62
1980-03-10,11.2545,3.62
1980-03-17,11.2545,3.62
1980-03-24,11.2545,3.62
1980-03-31,11.2545,3.62
1980-04-07,11.2545,3.62
1980-04-14,11.2545,3.62
1980-04-21,11.2545,3.62
1980-04-28,11.2545,3.62
1980-05-05,11.2545,3.62
1980-05-12,11.2545,3.62
1980-05-19,11.2545,3.62
1980-05-26,11.2545,3.62
1980-06-02,11.2545,3.62
1980-06-09,11.2545,3.62
1980-06-16,11.2545,3.62
1980-06-23,11.2545,3.62
1980-06-30,11.2545,3.62
1980-07-07,11.2545,3.62
1980-07-14,11.2545,3.62
1980-07-21,11.2545,3.62
1980-07-28,11.2545,3.62
1980-08-04,11.2545,3.62
1980-08-11,11.2545,3.62
1980-08-18,11.2545,3.62
1980-08-25,11.2545,3.62
1980-09-01,11.2545,3.62
1980-09-08,11.2545,3.62
1980-09-15,11.2545,3.62
1980-09-22,11.2545,3.62
1980-09-29,11.2545,3.62
1980-10-06,11.2545,3.62
1980-10-13,11.2545,3.62
1980-10-20,11.2545,3.62
1980-10-27,11.2545,3.62
1980-11-03,11.2545,3.62
1980-11-10,11.2545,3.62
1980-11-17,11.2545,3.62
1980-11-24,11.2545,3.62
1980-12-01,11.2545,3.62
1980-12-08,11.2545,3.62
1980-12-15,11.2545,3.62
1980-12-22,11.2545,3.62
1980-12-29,11.2545,3.62
1981-01-05,13.5492,2.29
1981-01-12,13.5492,2.29
1981-01-19,13.5492,2.29
1981-01-26,13.5492,2.29
1981-02-02,13.5492,2.29
1981-02-09,13.5492,2.29
1981-02-16,13.5492,2.29
1981-02-23,13.5492,2.29
1981-03-02,13.5492,2.29
1981-03-09,13.5492,2.29
1981-03-16,13.5492,2.29
1981-03-23,13.5492,2.29
1981-03-30,13.5492,2.29
1981-04-06,13.5492,2.29
1981-04-13,13.5492,2.29
1981-04-20,13.5492,2.29
1981-04-27,13.5492,2.29
1981-05-04,13.5492,2.29
1981-05-11,13.5492,2.29
1981-05-18,13.5492,2.29
1981-05-25,13.5492,2.29
1981-06-01,13.5492,2.29
1981-06-08,13.5492,2.29
1981-06-15,13.5492,2.29
1981-06-22,13.5492,2.29
1981-06-29,13.5492,2.29
1981-07-06,13.5492,2.29
1981-07-13,13.5492,2.29
1981-07-20,13.5492,2.29
1981-07-27,13.5492,2.29
1981-08-03,13.5492,2.29
1981-08-10,13.5492,2.29
1981-08-17,13.5492,2.29
1981-08-24,13.5492,2.29
1981-08-31,13.5492,2.29
1981-09-07,13.5492,2.29
1981-09-14,13.5492,2.29
1981-09-21,13.5492,2.29
1981-09-28,13.5492,2.29
1981-10-05,13.5492,2.29
1981-10-12,13.5492,2.29
1981-10-19,13.5492,2.29
1981-10-26,13.5492,2.29
1981-11-02,13.5492,2.29
1981-11-09,13.5492,2.29
1981-11-16,13.5492,2.29
1981-11-23,13.5492,2.29
1981-11-30,13.5492,2.29
1981-12-07,13.5492,2.29
1981-12-14,13.5492,2.29
1981-12-21,13.5492,2.29
1981-12-28,13.5492,2.29
1982-01-04,10.3347,-3.21
1982-01-11,10.3347,-3.21
1982-01-18,10.3347,-3.21
1982-01-25,10.3347,-3.21
1982-02-01,10.3347,-3.21
1982-02-08,10.3347,-3.21
1982-02-15,10.3347,-3.21
1982-02-22,10.3347,-3.21
1982-03-01,10.3347,-3.21
1982-03-08,10.3347,-3.21
1982-03-15,10.3347,-3.21
1982-03-22,10.3347,-3.21
1982-03-29,10.3347,-3.21
1982-04-05,10.3347,-3.21
1982-04-12,10.3347,-3.21
1982-04-19,10.3347,-3.21
1982-04-26,10.3347,-3.21
1982-05-03,10.3347,-3.21
1982-05-10,10.3347,-3.21
1982-05-17,10.3347,-3.21
1982-05-24,10.3347,-3.21
1982-05-31,10.3347,-3.21
1982-06-07,10.3347,-3.21
1982-06-14,10.3347,-3.21
1982-06-21,10.3347,-3.21
1982-06-28,10.3347,-3.21
1982-07-05,10.3347,-3.21
1982-07-12,10.3347,-3.21
1982-07-19,10.3347,-3.21
1982-07-26,10.3347,-3.21
1982-08-02,10.3347,-3.21
1982-08-09,10.3347,-3.21
1982-08-16,10.3347,-3.21
1982-08-23,10.3347,-3.21
1982-08-30,10.3347,-3.21
1982-09-06,10.3347,-3.21
1982-09-13,10.3347,-3.21
1982-09-20,10.3347,-3.21
1982-09-27,10.3347,-3.21
1982-10-04,10.3347,-3.21
1982-10-11,10.3347,-3.21
1982-10-18,10.3347,-3.21
1982-10-25,10.3347,-3.21
1982-11-01,10.3347,-3.21
1982-11-08,10.3347,-3.21
1982-11-15,10.3347,-3.21
1982-11-22,10.3347,-3.21
1982-11-29,10.3347,-3.21
1982-12-06,10.3347,-3.21
1982-12-13,10.3347,-3.21
1982-12-20,10.3347,-3.21
1982-12-27,10.3347,-3.21
1983-01-03,6.1314,-4.2
1983-01-10,6.1314,-4.2
1983-01-17,6.1314,-4.2
1983-01-24,6.1314,-4.2
1983-01-31,6.1314,-4.2
1983-02-07,6.1314,-4.2
1983-02-14,6.1314,-4.2
1983-02-21,6.1314,-4.2
1983-02-28,6.1314,-4.2
1983-03-07,6.1314,-4.2
1983-03-14,6.1314,-4.2
1983-03-21,6.1314,-4.2
1983-03-28,6.1314,-4.2
1983-04-04,6.1314,-4.2
1983-04-11,6.1314,-4.2
1983-04-18,6.1314,-4.2
1983-04-25,6.1314,-4.2
1983-05-02,6.1314,-4.2
1983-05-09,6.1314,-4.2
1983-05-16,6.1314,-4.2
1983-05-23,6.1314,-4.2
1983-05-30,6.1314,-4.2
1983-06-06,6.1314,-4.2
1983-06-13,6.1314,-4.2
1983-06-20,6.1314,-4.2
1983-06-27,6.1314,-4.2
1983-07-04,6.1314,-4.2
1983-07-11,6.1314,-4.2
1983-07-18,6.1314,-4.2
1983-07-25,6.1314,-4.2
1983-08-01,6.1314,-4.2
1983-08-08,6.1314,-4.2
1983-08-15,6.1314,-4.2
1983-08-22,6.1314,-4.2
1983-08-29,6.1314,-4.2
1983-09-05,6.1314,-4.2
1983-09-12,6.1314,-4.2
1983-09-19,6.1314,-4.2
1983-09-26,6.1314,-4.2
1983-10-03,6.1314,-4.2
1983-10-10,6.1314,-4.2
1983-10-17,6.1314,-4.2
1983-10-24,6.1314,-4.2
1983-10-31,6.1314,-4.2
1983-11-07,6.1314,-4.2
1983-11-14,6.1314,-4.2
1983-11-21,6.1314,-4.2
1983-11-28,6.1314,-4.2
1983-12-05,6.1314,-4.2
1983-12-12,6.1314,-4.2
1983-12-19,6.1314,-4.2
1983-12-26,6.1314,-4.2
1984-01-02,3.2124,-2.92
1984-01-09,3.2124,-2.92
1984-01-16,3.2124,-2.92
1984-01-23,3.2124,-2.92
1984-01-30,3.2124,-2.92
1984-02-06,3.2124,-2.92
1984-02-13,3.2124,-2.92
1984-02-20,3.2124,-2.92
1984-02-27,3.2124,-2.92
1984-03-05,3.2124,-2.92
1984-03-12,3.2124,-2.92
1984-03-19,3.2124,-2.92
1984-03-26,3.2124,-2.92
1984-04-02,3.2124,-2.92
1984-04-09,3.2124,-2.92
1984-04-16,3.2124,-2.92
1984-04-23,3.2124,-2.92
1984-04-30,3.2124,-2.92
1984-05-07,3.2124,-2.92
1984-05-14,3.2124,-2.92
1984-05-21,3.2124,-2.92
1984-05-28,3.2124,-2.92
1984-06-04,3.2124,-2.92
1984-06-11,3.2124,-2.92
1984-06-18,3.2124,-2.92
1984-06-25,3.2124,-2.92
1984-07-02,3.2124,-2.92
1984-07-09,3.2124,-2.92
1984-07-16,3.2124,-2.92
1984-07-23,3.2124,-2.92
1984-07-30,3.2124,-2.92
1984-08-06,3.2124,-2.92
1984-08-13,3.2124,-2.92
1984-08-20,3.2124,-2.92
1984-08-27,3.2124,-2.92
1984-09-03,3.2124,-2.92
1984-09-10,3.2124,-2.92
1984-09-17,3.2124,-2.92
1984-09-24,3.2124,-2.92
1984-10-01,3.2124,-2.92
1984-10-08,3.2124,-2.92
1984-10-15,3.2124,-2.92
1984-10-22,3.2124,-2.92
1984-10-29,3.2124,-2.92
1984-11-05,3.2124,-2.92
1984-11-12,3.2124,-2.92
1984-11-19,3.2124,-2.92
1984-11-26,3.2124,-2.92
1984-12-03,3.2124,-2.92
1984-12-10,3.2124,-2.92
1984-12-17,3.2124,-2.92
1984-12-24,3.2124,-2.92
1984-12-31,4.3005,1.09
1985-01-07,4.3005,1.09
1985-01-14,4.3005,1.09
1985-01-21,4.3005,1.09
1985-01-28,4.3005,1.09
1985-02-04,4.3005,1.09
1985-02-11,4.3005,1.09
1985-02-18,4.3005,1.09
1985-02-25,4.3005,1.09
1985-03-04,4.3005,1.09
1985-03-11,4.3005,1.09
1985-03-18,4.3005,1.09
1985-03-25,4.3005,1.09
1985-04-01,4.3005,1.09
1985-04-08,4.3005,1.09
1985-04-15,4.3005,1.09
1985-04-22,4.3005,1.09
1985-04-29,4.3005,1.09
1985-05-06,4.3005,1.09
1985-05-13,4.3005,1.09
1985-05-20,4.3005,1.09
1985-05-27,4.3005,1.09
1985-06-03,4.3005,1.09
1985-06-10,4.3005,1.09
1985-06-17,4.3005,1.09
1985-06-24,4.3005,1.09
1985-07-01,4.3005,1.09
1985-07-08,4.3005,1.09
1985-07-15,4.3005,1.09
1985-07-22,4.3005,1.09
1985-07-29,4.3005,1.09
1985-08-05,4.3005,1.09
1985-08-12,4.3005,1.09
1985-08-19,4.3005,1.09
1985-08-26,4.3005,1.09
1985-09-02,4.3005,1.09
1985-09-09,4.3005,1.09
1985-09-16,4.3005,1.09
1985-09-23,4.3005,1.09
1985-09-30,4.3005,1.09
1985-10-07,4.3005,1.09
1985-10-14,4.3005,1.09
1985-10-21,4.3005,1.09
1985-10-28,4.3005,1.09
1985-11-04,4.3005,1.09
1985-11-11,4.3005,1.09
1985-11-18,4.3005,1.09
1985-11-25,4.3005,1.09
1985-12-02,4.3005,1.09
1985-12-09,4.3005,1.09
1985-12-16,4.3005,1.09
1985-12-23,4.3005,1.09
1985-12-30,4.3005,1.09
1986-01-06,3.5456,-0.75
1986-01-13,3.5456,-0.75
1986-01-20,3.5456,-0.75
1986-01-27,3.5456,-0.75
1986-02-03,3.5456,-0.75
1986-02-10,3.5456,-0.75
1986-02-17,3.5456,-0.75
1986-02-24,3.5456,-0.75
1986-03-03,3.5456,-0.75
1986-03-10,3.5456,-0.75
1986-03-17,3.5456,-0.75
1986-03-24,3.5456,-0.75
1986-03-31,3.5456,-0.75
1986-04-07,3.5456,-0.75
1986-04-14,3.5456,-0.75
1986-04-21,3.5456,-0.75
1986-04-28,3.5456,-0.75
1986-05-05,3.5456,-0.75
1986-05-12,3.5456,-0.75
1986-05-19,3.5456,-0.75
1986-05-26,3.5456,-0.75
1986-06-02,3.5456,-0.75
1986-06-09,3.5456,-0.75
1986-06-16,3.5456,-0.75
1986-06-23,3.5456,-0.75
1986-06-30,3.5456,-0.75
1986-07-07,3.5456,-0.75
1986-07-14,3.5456,-0.75
1986-07-21,3.5456,-0.75
1986-07-28,3.5456,-0.75
1986-08-04,3.5456,-0.75
1986-08-11,3.5456,-0.75
1986-08-18,3.5456,-0.75
1986-08-25,3.5456,-0.75
1986-09-01,3.5456,-0.75
1986-09-08,3.5456,-0.75
1986-09-15,3.5456,-0.75
1986-09-22,3.5456,-0.75
1986-09-29,3.5456,-0.75
1986-10-06,3.5456,-0.75
1986-10-13,3.5456,-0.75
1986-10-20,3.5456,-0.75
1986-10-27,3.5456,-0.75
1986-11-03,3.5456,-0.75
1986-11-10,3.5456,-0.75
1986-11-17,3.5456,-0.75
1986-11-24,3.5456,-0.75
1986-12-01,3.5456,-0.75
1986-12-08,3.5456,-0.75
1986-12-15,3.5456,-0.75
1986-12-22,3.5456,-0.75
1986-12-29,3.5456,-0.75
1987-01-05,1.898,-1.65
1987-01-12,1.898,-1.65
1987-01-19,1.898,-1.65
1987-01-26,1.898,-1.65
1987-02-02,1.898,-1.65
1987-02-09,1.898,-1.65
1987-02-16,1.898,-1.65
1987-02-23,1.898,-1.65
1987-03-02,1.898,-1.65
1987-03-09,1.898,-1.65
1987-03-16,1.898,-1.65
1987-03-23,1.898,-1.65
1987-03-30,1.898,-1.65
1987-04-06,1.898,-1.65
1987-04-13,1.898,-1.65
1987-04-20,1.898,-1.65
1987-04-27,1.898,-1.65
1987-05-04,1.898,-1.65
1987-05-11,1.898,-1.65
1987-05-18,1.898,-1.65
1987-05-25,1.898,-1.65
1987-06-01,1.898,-1.65
1987-06-08,1.898,-1.65
1987-06-15,1.898,-1.65
1987-06-22,1.898,-1.65
1987-06-29,1.898,-1.65
1987-07-06,1.898,-1.65
1987-07-13,1.898,-1.65
1987-07-20,1.898,-1.65
1987-07-27,1.898,-1.65
1987-08-03,1.898,-1.65
1987-08-10,1.898,-1.65
1987-08-17,1.898,-1.65
1987-08-24,1.898,-1.65
1987-08-31,1.898,-1.65
1987-09-07,1.898,-1.65
1987-09-14,1.898,-1.65
1987-09-21,1.898,-1.65
1987-09-28,1.898,-1.65
1987-10-05,1.898,-1.65
1987-10-12,1.898,-1.65
1987-10-19,1.898,-1.65
1987-10-26,1.898,-1.65
1987-11-02,1.898,-1.65
1987-11-09,1.898,-1.65
1987-11-16,1.898,-1.65
1987-11-23,1.898,-1.65
1987-11-30,1.898,-1.65
1987-12-07,1.898,-1.65
1987-12-14,1.898,-1.65
1987-12-21,1.898,-1.65
1987-12-28,1.898,-1.65
1988-01-04,3.6646,1.77
1988-01-11,3.6646,1.77
1988-01-18,3.6646,1.77
1988-01-25,3.6646,1.77
1988-02-01,3.6646,1.77
1988-02-08,3.6646,1.77
1988-02-15,3.6646,1.77
1988-02-22,3.6646,1.77
1988-02-29,3.6646,1.77
1988-03-07,3.6646,1.77
1988-03-14,3.6646,1.77
1988-03-21,3.6646,1.77
1988-03-28,3.6646,1.77
1988-04-04,3.6646,1.77
1988-04-11,3.6646,1.77
1988-04-18,3.6646,1.77
1988-04-25,3.6646,1.77
1988-05-02,3.6646,1.77
1988-05-09,3.6646,1.77
1988-05-16,3.6646,1.77
1988-05-23,3.6646,1.77
1988-05-30,3.6646,1.77
1988-06-06,3.6646,1.77
1988-06-13,3.6646,1.77
1988-06-20,3.6646,1.77
1988-06-27,3.6646,1.77
1988-07-04,3.6646,1.77
1988-07-11,3.6646,1.77
1988-07-18,3.6646,1.77
1988-07-25,3.6646,1.77
1988-08-01,3.6646,1.77
1988-08-08,3.6646,1.77
1988-08-15,3.6646,1.77
1988-08-22,3.6646,1.77
1988-08-29,3.6646,1.77
1988-09-05,3.6646,1.77
1988-09-12,3.6646,1.77
1988-09-19,3.6646,1.77
1988-09-26,3.6646,1.77
1988-10-03,3.6646,1.77
1988-10-10,3.6646,1.77
1988-10-17,3.6646,1.77
1988-10-24,3.6646,1.77
1988-10-31,3.6646,1.77
1988-11-07,3.6646,1.77
1988-11-14,3.6646,1.77
1988-11-21,3.6646,1.77
1988-11-28,3.6646,1.77
1988-12-05,3.6646,1.77
1988-12-12,3.6646,1.77
1988-12-19,3.6646,1.77
1988-12-26,3.6646,1.77
1989-01-02,4.0777,0.41
1989-01-09,4.0777,0.41
1989-01-16,4.0777,0.41
1989-01-23,4.0777,0.41
1989-01-30,4.0777,0.41
1989-02-06,4.0777,0.41
1989-02-13,4.0777,0.41
1989-02-20,4.0777,0.41
1989-02-27,4.0777,0.41
1989-03-06,4.0777,0.41
1989-03-13,4.0777,0.41
1989-03-20,4.0777,0.41
1989-03-27,4.0777,0.41
1989-04-03,4.0777,0.41
1989-04-10,4.0777,0.41
1989-04-17,4.0777,0.41
1989-04-24,4.0777,0.41
1989-05-01,4.0777,0.41
1989-05-08,4.0777,0.41
1989-05-15,4.0777,0.41
1989-05-22,4.0777,0.41
1989-05-29,4.0777,0.41
1989-06-05,4.0777,0.41
1989-06-12,4.0777,0.41
1989-06-19,4.0777,0.41
1989-06-26,4.0777,0.41
1989-07-03,4.0777,0.41
1989-07-10,4.0777,0.41
1989-07-17,4.0777,0.41
1989-07-24,4.0777,0.41
1989-07-31,4.0777,0.41
1989-08-07,4.0777,0.41
1989-08-14,4.0777,0.41
1989-08-21,4.0777,0.41
1989-08-28,4.0777,0.41
1989-09-04,4.0777,0.41
1989-09-11,4.0777,0.41
1989-09-18,4.0777,0.41
1989-09-25,4.0777,0.41
1989-10-02,4.0777,0.41
1989-10-09,4.0777,0.41
1989-10-16,4.0777,0.41
1989-10-23,4.0777,0.41
1989-10-30,4.0777,0.41
1989-11-06,4.0777,0.41
1989-11-13,4.0777,0.41
1989-11-20,4.0777,0.41
1989-11-27,4.0777,0.41
1989-12-04,4.0777,0.41
1989-12-11,4.0777,0.41
1989-12-18,4.0777,0.41
1989-12-25,4.0777,0.41
1990-01-01,4.827,0.75
1990-01-08,4.827,0.75
1990-01-15,4.827,0.75
1990-01-22,4.827,0.75
1990-01-29,4.827,0.75
1990-02-05,4.827,0.75
1990-02-12,4.827,0.75
1990-02-19,4.827,0.75
1990-02-26,4.827,0.75
1990-03-05,4.827,0.75
1990-03-12,4.827,0.75
1990-03-19,4.827,0.75
1990-03-26,4.827,0.75
1990-04-02,4.827,0.75
1990-04-09,4.827,0.75
1990-04-16,4.827,0.75
1990-04-23,4.827,0.75
1990-04-30,4.827,0.75
1990-05-07,4.827,0.75
1990-05-14,4.827,0.75
1990-05-21,4.827,0.75
1990-05-28,4.827,0.75
1990-06-04,4.827,0.75
1990-06-11,4.827,0.75
1990-06-18,4.827,0.75
1990-06-25,4.827,0.75
1990-07-02,4.827,0.75
1990-07-09,4.827,0.75
1990-07-16,4.827,0.75
1990-07-23,4.827,0.75
1990-07-30,4.827,0.75
1990-08-06,4.827,0.75
1990-08-13,4.827,0.75
1990-08-20,4.827,0.75
1990-08-27,4.827,0.75
1990-09-03,4.827,0.75
1990-09-10,4.827,0.75
1990-09-17,4.827,0.75
1990-09-24,4.827,0.75
1990-10-01,4.827,0.75
1990-10-08,4.827,0.75
1990-10-15,4.827,0.75
1990-10-22,4.827,0.75
1990-10-29,4.827,0.75
1990-11-05,4.827,0.75
1990-11-12,4.827,0.75
1990-11-19,4.827,0.75
1990-11-26,4.827,0.75
1990-12-03,4.827,0.75
1990-12-10,4.827,0.75
1990-12-17,4.827,0.75
1990-12-24,4.827,0.75
1990-12-31,5.398,0.57
1991-01-07,5.398,0.57
1991-01-14,5.398,0.57
1991-01-21,5.398,0.57
1991-01-28,5.398,0.57
1991-02-04,5.398,0.57
1991-02-11,5.398,0.57
1991-02-18,5.398,0.57
1991-02-25,5.398,0.57
1991-03-04,5.398,0.57
1991-03-11,5.398,0.57
1991-03-18,5.398,0.57
1991-03-25,5.398,0.57
1991-04-01,5.398,0.57
1991-04-08,5.398,0.57
1991-04-15,5.398,0.57
1991-04-22,5.398,0.57
1991-04-29,5.398,0.57
1991-05-06,5.398,0.57
1991-05-13,5.398,0.57
1991-05-20,5.398,0.57
1991-05-27,5.398,0.57
1991-06-03,5.398,0.57
1991-06-10,5.398,0.57
1991-06-17,5.398,0.57
1991-06-24,5.398,0.57
1991-07-01,5.398,0.57
1991-07-08,5.398,0.57
1991-07-15,5.398,0.57
1991-07-22,5.398,0.57
